codigoFipe,modelo,anoModelo1,anoReferencia1,valor1,anoModelo2,anoReferencia2,valor2
008116-7,A3 1.6 8V 102cv 3p,2007,2010,59276.0,2007,2018,36087.0
008095-0,A6 2.8 Avant V6 30V Quattro Mec.,2001,2012,46927.0,2001,2009,81235.0
008102-7,A4 3.0 30V 218cv Multitronic 4p,2006,2017,49812.0,2006,2015,53032.0
008183-3,RS4 4.2 Avant 32V FSI Quattro S-tronic,2022,2014,442000.0,2015,2018,316844.0
008221-0,RS3 Sedan 2.5 TFSI Quattro S-tronic,2018,2022,426498.0,2018,2021,393534.0
008064-0,S8 4.2 Quattro Mec.,2000,2010,90554.0,2000,2014,73087.0
008127-2,TT Roadster 2.0 16v TFSI S-Tronic,2022,2018,277383.0,2022,2019,286490.0
008020-9,A4 2.4 30V Avant Mec.,2001,2021,22646.0,2001,2013,31692.0
008014-4,A8 4.2 V8 32V Tiptronic,2000,2022,53235.0,2000,2016,56299.0
008076-4,100 2.8 V6 Avant,1995,2009,26034.0,1995,2017,16982.0
008139-6,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,2011,2020,87458.0,2022,2011,264425.0
008166-3,S5 Sportback 3.0 TFSI Quattro Stronic,2022,2015,359752.0,2015,2017,279318.0
008014-4,A8 4.2 V8 32V Tiptronic,2000,2022,53235.0,2000,2010,73255.0
008129-9,Q7 3.6 V6 284cv Quattro Tiptronic,2022,2009,286719.0,2010,2012,213399.0
008183-3,RS4 4.2 Avant 32V FSI Quattro S-tronic,2022,2014,442000.0,2015,2018,315418.0
008267-8,Q3 Black S Line 1.4 TFSI S-tronic,2022,2021,284546.0,2022,2021,254198.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2020,16860.0
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2022,2019,117120.0,2022,2017,109212.0
008042-0,A3 1.8 5p Aut.,2006,2021,25488.0,2006,2013,29444.0
008119-1,A3 Sportback 2.0 16V TFSI S-tronic,2022,2014,122969.0,2022,2014,122821.0
008020-9,A4 2.4 30V Avant Mec.,2001,2021,22646.0,2001,2021,23243.0
008006-3,A3 1.8 Turbo 3p Mec.,2004,2009,39328.0,2004,2016,23357.0
008095-0,A6 2.8 Avant V6 30V Quattro Mec.,2001,2012,46927.0,2001,2008,94515.0
008066-7,S3 1.8 225cv Turbo Quattro,2003,2017,44286.0,2003,2016,47762.0
008016-0,S6 Plus 4.2 Avant V8 32V,1998,2022,35039.0,1998,2019,31980.0
008027-6,A6 2.8 30V Tiptronic,2001,2019,28033.0,2001,2014,37142.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2022,2017,204266.0
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2022,2019,117120.0,2022,2019,118764.0
008109-4,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,2003,2015,44929.0,2003,2018,37230.0
008226-0,A4 Avant Lim. Ed. 2.0 TFSI S tronic,2018,2021,153306.0,2018,2020,162683.0
008127-2,TT Roadster 2.0 16v TFSI S-Tronic,2022,2018,277383.0,2022,2013,223938.0
008101-9,A4 2.0 20V 130cv Multitronic 4p,2003,2011,37844.0,2003,2019,22510.0
008102-7,A4 3.0 30V 218cv Multitronic 4p,2006,2017,49812.0,2006,2019,45025.0
008089-6,A6 2.4 V6 30V Quattro Mec,2001,2008,72154.0,2001,2014,35113.0
008206-6,A7 Sportback 2.0 TFSI S Tronic,2022,2018,320000.0,2016,2018,259329.0
008176-0,TTRS 2.5 TFSI QUATTRO S Tronic,2022,2014,382150.0,2014,2017,308869.0
008122-1,Q7 4.2 V8 40V 350cv Quattro Tiptronic,2010,2016,144020.0,2022,2009,356953.0
008153-1,A1 1.4 TFSI 122cv S-tronic 3p,2022,2014,87420.0,2022,2012,94998.0
008052-7,A6 2.4 Avant 30V Tip./ Multitronic,2003,2012,58710.0,2003,2022,44291.0
008026-8,A6 2.8 30V Mec.,2001,2014,35444.0,2001,2016,32549.0
008001-2,80 2.0,1995,2018,14311.0,1995,2008,19205.0
008205-8,A3 Sed. Ambition 2.0 TSFI 220cv S-tronic,2022,2018,163990.0,2018,2021,148357.0
008060-8,A6 4.2 Quattro Tiptronic,2008,2013,169371.0,2008,2015,158574.0
008162-0,S4 3.0 TFSI V6 24V Quattro Stronic,2014,2017,236281.0,2014,2018,202705.0
008090-0,A6 2.4 V6 30V Quattro Tiptronic,2001,2017,34226.0,2001,2014,37603.0
008112-4,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,2004,2021,93667.0,2004,2013,116415.0
008060-8,A6 4.2 Quattro Tiptronic,2008,2013,169371.0,2008,2010,241596.0
008093-4,A6 2.8 V6 30V Quattro Mec.,2001,2019,31484.0,2001,2008,99003.0
008054-3,A6 2.8 Avant 30V Tiptronic,2001,2018,33796.0,2001,2018,35644.0
008113-2,S4 4.2 V8 40V 344cv Quattro Tiptronic,2005,2021,95081.0,2005,2020,91916.0
008171-0,A4 2.0 Avant 16V TFSI Quattro Stronic,2014,2020,100198.0,2014,2018,130042.0
008043-8,A3 1.8 3p Aut.,2004,2022,24134.0,2004,2010,29036.0
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2014,2015,80743.0,2014,2017,76379.0
008144-2,S6 5.2 Avant FSI V10 435cv Quattro Tiptr,2011,2016,251012.0,2011,2021,193173.0
008003-9,80 2.8 Cabriolet,1999,2017,49972.0,1999,2012,50412.0
008057-8,A3 1.6 5p Aut.,2003,2009,33978.0,2003,2020,18266.0
008158-2,R8 GT 5.2 V10 560cv Quattro R-tronic,2022,2013,1120000.0,2012,2019,684903.0
008079-9,Allroad 2.7 30V Quattro Turbo Tiptronic,2005,2018,52839.0,2005,2017,52004.0
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2014,2019,253057.0,2022,2013,402500.0
008163-9,S4 3.0 Avant TFSI V6 24V Quattro Stronic,2022,2015,327517.0,2014,2021,202154.0
008042-0,A3 1.8 5p Aut.,2006,2021,25488.0,2006,2019,23995.0
008064-0,S8 4.2 Quattro Mec.,2000,2010,90554.0,2000,2015,71511.0
008006-3,A3 1.8 Turbo 3p Mec.,2004,2009,39328.0,2004,2016,23046.0
008093-4,A6 2.8 V6 30V Quattro Mec.,2001,2019,31484.0,2001,2014,42077.0
008039-0,S6 Plus 4.2 V8 32V,1998,2017,32757.0,1998,2015,35014.0
008059-4,A6 2.7 30V Avant Tiptronic,2001,2017,50828.0,2001,2009,65546.0
008163-9,S4 3.0 Avant TFSI V6 24V Quattro Stronic,2022,2015,327517.0,2014,2020,189236.0
008165-5,A5 Cabriolet 2.0 TFSI Quattro Stronic,2022,2016,265210.0,2016,2018,207695.0
008147-7,R8 4.2 V8 426cv Quattro R-tronic,2012,2018,413554.0,2012,2021,363255.0
008015-2,Avant RS2,1995,2019,67596.0,1995,2010,90817.0
008090-0,A6 2.4 V6 30V Quattro Tiptronic,2001,2017,34226.0,2001,2022,30972.0
008092-6,A6 2.4 Avant V6 30V Quattro Tiptronic,2001,2018,35434.0,2001,2020,31453.0
008042-0,A3 1.8 5p Aut.,2006,2021,25488.0,2022,2008,65817.0
008100-0,RS4 2.7 Avant V6 30V BI-TB Quattro 380cv,2001,2012,98200.0,2001,2014,88630.0
008043-8,A3 1.8 3p Aut.,2004,2022,24134.0,2004,2019,20467.0
008157-4,RS3 Sportback 2.5 TFSI Quattro S-tronic,2018,2020,271321.0,2022,2013,295400.0
008124-8,A4 3.2 FSI Avant 24V 255cv Multitronic,2008,2016,77898.0,2008,2014,129228.0
008047-0,A4 1.8  Aut.,2001,2017,22075.0,2001,2022,22929.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2018,25674.0
008183-3,RS4 4.2 Avant 32V FSI Quattro S-tronic,2022,2014,442000.0,2015,2017,313669.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2016,27652.0
008124-8,A4 3.2 FSI Avant 24V 255cv Multitronic,2008,2016,77898.0,2008,2017,67908.0
008274-0,RS E-TRON GT Quattro Aut. (Elétrico),2022,2022,1038125.0,2022,2021,1009937.0
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2022,2017,299290.0,2018,2021,280773.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2022,2008,76388.0
008226-0,A4 Avant Lim. Ed. 2.0 TFSI S tronic,2018,2021,153306.0,2018,2020,173333.0
008035-7,TT 1.8 TB Quattro 225cv,2006,2010,123291.0,2006,2015,101848.0
008120-5,A4 2.0 16V TFSI 200/ 214cv Multitronic,2011,2019,57617.0,2022,2009,186307.0
008060-8,A6 4.2 Quattro Tiptronic,2008,2013,169371.0,2022,2008,349842.0
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2018,2020,275125.0,2018,2020,274751.0
008121-3,A4 2.0 Avant TFSI 200/214cv Multitron.,2011,2013,121866.0,2011,2022,69340.0
008094-2,A6 2.8 V6 30V Quattro Tiptronic,2001,2011,44296.0,2001,2011,46026.0
008202-3,S6 4.0 TFSI Quattro S-Tronic 4p,2016,2022,363634.0,2016,2021,355046.0
008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,2020,313684.0,2018,2020,316972.0
008112-4,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,2004,2021,93667.0,2004,2019,95916.0
008044-6,A3 1.8 Turbo 5p Mec.,2006,2019,23528.0,2006,2016,25334.0
008151-5,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,2015,2020,261296.0,2022,2016,461614.0
008102-7,A4 3.0 30V 218cv Multitronic 4p,2006,2017,49812.0,2006,2011,67071.0
008014-4,A8 4.2 V8 32V Tiptronic,2000,2022,53235.0,2000,2013,61649.0
008144-2,S6 5.2 Avant FSI V10 435cv Quattro Tiptr,2011,2016,251012.0,2022,2012,420257.0
008011-0,A4 2.8,1997,2012,18565.0,1997,2013,18679.0
008072-1,A3 1.8 Turbo 180cv 5p Mec.,2006,2021,26022.0,2006,2015,30995.0
008224-4,Q5 2.0 TFSI Quattro S tronic (Blindado),2022,2021,318450.0,2020,2021,297213.0
008187-6,A8 4.0 TFSI Quattro Tiptronic,2017,2021,506320.0,2017,2021,498204.0
008075-6,TT Roadster 1.8 TB Quattro 225cv (Conv.),2006,2021,90310.0,2006,2017,98792.0
008203-1,A3 Sedan 1.4 TFSI Flex Tiptronic 4p,2022,2016,112930.0,2022,2016,106610.0
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2018,2020,275125.0,2022,2019,332623.0
008125-6,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2007,2013,124892.0,2007,2012,141402.0
008055-1,A4 2.8 Avant V6 30V Tiptronic,2001,2014,29355.0,2001,2017,27503.0
008016-0,S6 Plus 4.2 Avant V8 32V,1998,2022,35039.0,1998,2013,41531.0
008212-0,A4 Ambition 2.0 TFSI Quattro S tronic,2018,2020,195009.0,2018,2020,177135.0
008147-7,R8 4.2 V8 426cv Quattro R-tronic,2012,2018,413554.0,2012,2020,373202.0
008177-9,A1 2.0 TFSI Quattro 256cv 3p,2013,2020,147120.0,2013,2019,156498.0
008180-9,A6 Allroad 3.0 TFSI V6 Quattro S tronic,2017,2019,327590.0,2022,2013,340150.0
008088-8,A4 2.8 Avant V6 30V Quattro Tiptronic,2001,2013,40377.0,2001,2020,31447.0
008137-0,Q5 3.2 FSI V6 Quattro S Tronic,2022,2012,256946.0,2012,2017,137925.0
008024-1,A6 2.4 30V Mec,2001,2018,24884.0,2001,2013,32426.0
008072-1,A3 1.8 Turbo 180cv 5p Mec.,2006,2021,26022.0,2006,2021,26304.0
008157-4,RS3 Sportback 2.5 TFSI Quattro S-tronic,2018,2020,271321.0,2013,2015,247325.0
008158-2,R8 GT 5.2 V10 560cv Quattro R-tronic,2022,2013,1120000.0,2012,2015,848607.0
008222-8,A4 Limited Edition 2.0 TFSI S tronic,2022,2019,208540.0,2018,2022,171891.0
008140-0,S3 Sportback 2.0 TFSI Quattro S Tronic,2022,2015,212216.0,2016,2017,182101.0
008164-7,A5 Coupê 2.0 TFSI Quattro Stronic,2022,2013,204120.0,2022,2016,222245.0
008044-6,A3 1.8 Turbo 5p Mec.,2006,2019,23528.0,2006,2013,29100.0
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2014,2015,80743.0,2014,2018,73997.0
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2014,2019,253057.0,2014,2016,339312.0
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2022,2017,299290.0,2022,2016,297257.0
008051-9,A6 2.4 Avant 30V Mec.,2001,2008,70511.0,2001,2019,30521.0
008041-1,A3 1.8 5p Mec.,2006,2017,22635.0,2006,2022,26057.0
008067-5,A6 2.7 Quattro Tiptronic,2004,2018,47211.0,2004,2010,75727.0
008109-4,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,2003,2015,44929.0,2003,2010,73202.0
008038-1,S6 2.2 20V TB,1997,2014,24028.0,1997,2008,38027.0
008127-2,TT Roadster 2.0 16v TFSI S-Tronic,2022,2018,277383.0,2022,2013,241753.0
008112-4,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,2004,2021,93667.0,2004,2022,105092.0
008209-0,A4 Ambiente 2.0 TFSI 190cv S tronic,2018,2021,136945.0,2022,2016,188928.0
008043-8,A3 1.8 3p Aut.,2004,2022,24134.0,2004,2011,29221.0
008027-6,A6 2.8 30V Tiptronic,2001,2019,28033.0,2001,2016,33900.0
008151-5,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,2015,2020,261296.0,2015,2017,357348.0
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2022,2019,117120.0,2018,2021,98047.0
008078-0,S6 2.2 Avant 20V TB,1997,2021,20380.0,1997,2015,24493.0
008220-1,Q5 Ambiente 2.0 TFSI Quattro S tronic,2022,2018,282821.0,2022,2018,280227.0
008083-7,A4 2.4 V6 30V Quattro Mec.,2001,2009,42432.0,2001,2021,24162.0
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2006,2019,77836.0
008119-1,A3 Sportback 2.0 16V TFSI S-tronic,2022,2014,122969.0,2013,2021,66841.0
008018-7,A4 2.4 30V Mec.,2001,2020,19527.0,2001,2015,23442.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2011,100739.0
008057-8,A3 1.6 5p Aut.,2003,2009,33978.0,2003,2012,27528.0
008018-7,A4 2.4 30V Mec.,2001,2020,19527.0,2001,2020,19751.0
008134-5,Q5 2.0 16V TFSI Quattro S Tronic,2013,2020,97569.0,2013,2021,99210.0
008264-3,A4 Perfor. Black 2.0 TFSI Quat. S tronic,2022,2022,366817.0,2022,2022,360057.0
008007-1,A4 1.8  Mec.,2001,2017,18594.0,2001,2013,22862.0
008137-0,Q5 3.2 FSI V6 Quattro S Tronic,2022,2012,256946.0,2012,2020,80934.0
008030-6,100 2.8 V6,1995,2011,19431.0,1995,2020,12092.0
008022-5,A4 2.8 30V Mec.,2001,2013,26487.0,2001,2012,25774.0
008137-0,Q5 3.2 FSI V6 Quattro S Tronic,2022,2012,256946.0,2022,2010,265162.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2010,110993.0
008042-0,A3 1.8 5p Aut.,2006,2021,25488.0,2006,2012,31255.0
008026-8,A6 2.8 30V Mec.,2001,2014,35444.0,2001,2009,50278.0
008130-2,A4 3.2 FSI 24V 269cv Quattro Tiptronic,2022,2013,241821.0,2012,2018,104313.0
008026-8,A6 2.8 30V Mec.,2001,2014,35444.0,2001,2008,62357.0
008137-0,Q5 3.2 FSI V6 Quattro S Tronic,2022,2012,256946.0,2022,2012,271446.0
008140-0,S3 Sportback 2.0 TFSI Quattro S Tronic,2022,2015,212216.0,2022,2014,205359.0
008149-3,RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,2011,2017,413276.0,2011,2013,435723.0
008025-0,A6 2.4 30V Tip./Multitronic,2003,2012,62587.0,2003,2018,50236.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2022,2016,201293.0
008132-9,A4 2.0 16V TFSI 183/180cv Multitronic,2014,2018,78234.0,2022,2014,131133.0
008118-3,A3 Sportback 2.0 16V TFSI Mec.,2011,2017,55786.0,2011,2020,52715.0
008090-0,A6 2.4 V6 30V Quattro Tiptronic,2001,2017,34226.0,2001,2011,55655.0
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2022,2017,299290.0,2018,2022,368296.0
008146-9,R8 5.2 V10 Quattro R-tronic/S-tronic,2022,2021,1386655.0,2022,2022,1716991.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2011,40497.0
008056-0,A3 1.6 3p Aut.,2003,2019,18233.0,2003,2011,26614.0
008084-5,A4 2.4 V6 30V Quattro Tiptronic,2001,2015,31570.0,2001,2011,43678.0
008070-5,A4 1.8 Turbo,2001,2017,20903.0,2001,2015,23199.0
008123-0,A4 3.2 FSI 24V 255cv Multitronic,2008,2014,107242.0,2008,2019,56524.0
008022-5,A4 2.8 30V Mec.,2001,2013,26487.0,2001,2020,21981.0
008002-0,80 2.6/2.8 Avant,1996,2022,23653.0,1996,2014,19991.0
008048-9,A4 1.8 Avant Aut.,2001,2021,22568.0,2001,2016,25917.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2021,17534.0
008013-6,A6 2.8 Avant,1997,2016,18097.0,1997,2019,16541.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2017,53512.0
008178-7,A6 3.0 TFSI V6 Quattro S tronic 4p,2022,2013,295650.0,2022,2019,348128.0
008156-6,A8 6.3 W12 48V Quattro Tiptronic,2022,2014,632975.0,2022,2012,717540.0
008078-0,S6 2.2 Avant 20V TB,1997,2021,20380.0,1997,2015,24449.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2021,26403.0
008018-7,A4 2.4 30V Mec.,2001,2020,19527.0,2001,2021,20264.0
008136-1,A6 3.0 TB FSI V6 Quattro Tiptronic,2012,2017,157545.0,2012,2019,120659.0
008116-7,A3 1.6 8V 102cv 3p,2007,2010,59276.0,2007,2013,44800.0
008116-7,A3 1.6 8V 102cv 3p,2007,2010,59276.0,2007,2020,28379.0
008159-0,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2022,2014,141750.0,2022,2019,184826.0
008084-5,A4 2.4 V6 30V Quattro Tiptronic,2001,2015,31570.0,2001,2013,32732.0
008161-2,A5 Sportback 2.0 16V TFSI 180cv Multi.,2022,2014,155135.0,2014,2019,89327.0
008073-0,A3 1.8 Turbo 180cv 3p Aut./ Tip.,2003,2021,20033.0,2003,2009,36296.0
008120-5,A4 2.0 16V TFSI 200/ 214cv Multitronic,2011,2019,57617.0,2011,2014,108601.0
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2006,2021,77257.0
008116-7,A3 1.6 8V 102cv 3p,2007,2010,59276.0,2007,2017,35656.0
008197-3,A5 Sportback 1.8 TFSI 170cv Multi.,2022,2017,160124.0,2022,2018,159090.0
008055-1,A4 2.8 Avant V6 30V Tiptronic,2001,2014,29355.0,2001,2016,28081.0
008030-6,100 2.8 V6,1995,2011,19431.0,1995,2018,13592.0
008031-4,100 S-4 2.2 Avant Turbo,1995,2014,19070.0,1995,2018,19192.0
008151-5,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,2015,2020,261296.0,2015,2017,349600.0
008009-8,A4 1.8 Avant Mec.,2001,2011,28863.0,2001,2015,23800.0
008182-5,Q5 3.0 V6 TFSI 272cv Quattro Tiptronic,2016,2022,183363.0,2022,2017,301105.0
008040-3,A3 1.6 5p,2006,2016,24369.0,2006,2011,31501.0
008193-0,RS Q3 2.5 TFSI Quattro S-tronic 5p,2022,2022,640297.0,2022,2016,298590.0
008145-0,A5 Sportback 2.0 16V TFSI 211cv Multi.,2011,2020,68438.0,2022,2010,186560.0
008075-6,TT Roadster 1.8 TB Quattro 225cv (Conv.),2006,2021,90310.0,2006,2022,99369.0
008275-9,A3 Sportb. Perf. Black 2.0 TFSI S-tronic,2022,2022,292440.0,2022,2022,288458.0
008117-5,A3 Sportback 1.6 8V 102cv 5p,2022,2008,109155.0,2010,2012,80119.0
008108-6,A4 3.0 Cabriolet 30V 218cv Multitronic,2004,2020,88064.0,2004,2009,147689.0
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2004,2010,150002.0,2004,2010,140806.0
008158-2,R8 GT 5.2 V10 560cv Quattro R-tronic,2022,2013,1120000.0,2012,2016,844891.0
008180-9,A6 Allroad 3.0 TFSI V6 Quattro S tronic,2017,2019,327590.0,2017,2018,369858.0
008152-3,Q7 3.0 V6 TFSI  Quat.Tip.5p/ Performance,2022,2016,397971.0,2022,2021,439558.0
008149-3,RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,2011,2017,413276.0,2011,2016,416229.0
008040-3,A3 1.6 5p,2006,2016,24369.0,2006,2018,22953.0
008090-0,A6 2.4 V6 30V Quattro Tiptronic,2001,2017,34226.0,2001,2019,28949.0
008011-0,A4 2.8,1997,2012,18565.0,1997,2014,18366.0
008168-0,S5 Cabriolet 3.0 TFSI Quattro Stronic,2013,2016,306458.0,2022,2014,372268.0
008095-0,A6 2.8 Avant V6 30V Quattro Mec.,2001,2012,46927.0,2001,2021,34830.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2012,86689.0
008088-8,A4 2.8 Avant V6 30V Quattro Tiptronic,2001,2013,40377.0,2001,2009,59349.0
008007-1,A4 1.8  Mec.,2001,2017,18594.0,2001,2020,16324.0
008257-0,E-TRON Performace Aut. (Elétrico),2022,2021,590861.0,2022,2020,518460.0
008011-0,A4 2.8,1997,2012,18565.0,1997,2009,24565.0
008029-2,S8 4.2 Tiptronic,2001,2013,87936.0,2001,2016,77997.0
008099-3,S6 4.2 V8 40V Quattro Mec,2001,2018,48839.0,2001,2021,46383.0
008038-1,S6 2.2 20V TB,1997,2014,24028.0,1997,2016,20990.0
008003-9,80 2.8 Cabriolet,1999,2017,49972.0,1999,2012,50711.0
008090-0,A6 2.4 V6 30V Quattro Tiptronic,2001,2017,34226.0,2001,2019,28629.0
008138-8,A3 Sport 2.0 16V TFSI S- tronic,2013,2021,69208.0,2022,2010,110610.0
008139-6,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,2011,2020,87458.0,2011,2015,163698.0
008119-1,A3 Sportback 2.0 16V TFSI S-tronic,2022,2014,122969.0,2013,2020,57641.0
008222-8,A4 Limited Edition 2.0 TFSI S tronic,2022,2019,208540.0,2018,2021,157449.0
008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,2020,313684.0,2018,2019,346670.0
008144-2,S6 5.2 Avant FSI V10 435cv Quattro Tiptr,2011,2016,251012.0,2011,2021,192029.0
008048-9,A4 1.8 Avant Aut.,2001,2021,22568.0,2001,2020,21980.0
008134-5,Q5 2.0 16V TFSI Quattro S Tronic,2013,2020,97569.0,2022,2010,214499.0
008027-6,A6 2.8 30V Tiptronic,2001,2019,28033.0,2001,2016,33990.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2021,17134.0
008057-8,A3 1.6 5p Aut.,2003,2009,33978.0,2003,2011,26670.0
008133-7,A4 2.0 Avant TFSI 183/180cv Multitroni,2014,2021,84845.0,2014,2022,96150.0
008062-4,A8 4.2 Quattro Tiptronic,2013,2021,264986.0,2022,2014,534114.0
008237-6,A3 Sedan Performance 2.0 TFSI S-tronic,2022,2020,188169.0,2020,2022,211342.0
008138-8,A3 Sport 2.0 16V TFSI S- tronic,2013,2021,69208.0,2013,2017,80384.0
008110-8,A4 3.0 Avant 30V 218cv Quattro Tiptronic,2003,2017,54962.0,2003,2012,80939.0
008046-2,A3 1.8 Turbo 3p Aut.,2003,2016,21144.0,2003,2020,18713.0
008003-9,80 2.8 Cabriolet,1999,2017,49972.0,1999,2014,51802.0
008115-9,A8 6.0 W12 48V 450cv Quattro Tiptronic,2022,2008,653496.0,2006,2011,363368.0
008127-2,TT Roadster 2.0 16v TFSI S-Tronic,2022,2018,277383.0,2022,2011,209822.0
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2022,2017,299290.0,2022,2015,284577.0
008053-5,A6 2.8 Avant 30V Mec.,2001,2015,36882.0,2001,2016,34798.0
008185-0,A3 Sportback 1.8 16V TFSI S-tronic 5p,2016,2019,90843.0,2022,2017,147635.0
008136-1,A6 3.0 TB FSI V6 Quattro Tiptronic,2012,2017,157545.0,2012,2017,158713.0
008097-7,S6 4.2 Avant V8 40V Quattro Tiptronic,2001,2010,95455.0,2001,2008,116306.0
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2014,2015,80743.0,2022,2014,102887.0
008062-4,A8 4.2 Quattro Tiptronic,2013,2021,264986.0,2013,2016,459105.0
008187-6,A8 4.0 TFSI Quattro Tiptronic,2017,2021,506320.0,2022,2015,579077.0
008085-3,A4 2.8 V6 30V  Quattro Tiptronic,2001,2021,25222.0,2001,2009,49402.0
008029-2,S8 4.2 Tiptronic,2001,2013,87936.0,2001,2013,88700.0
008077-2,80 2.0 Avant,1995,2009,19104.0,1995,2010,16527.0
008024-1,A6 2.4 30V Mec,2001,2018,24884.0,2001,2012,29845.0
008066-7,S3 1.8 225cv Turbo Quattro,2003,2017,44286.0,2003,2013,51449.0
008067-5,A6 2.7 Quattro Tiptronic,2004,2018,47211.0,2004,2014,59363.0
008086-1,A4 2.8 V6 30V Quattro Mec.,2001,2011,37872.0,2001,2009,50870.0
008240-6,Q5 Black 2.0 TFSI Quattro S tronic,2020,2022,319319.0,2022,2020,280990.0
008121-3,A4 2.0 Avant TFSI 200/214cv Multitron.,2011,2013,121866.0,2011,2020,75478.0
008119-1,A3 Sportback 2.0 16V TFSI S-tronic,2022,2014,122969.0,2022,2012,124489.0
008155-8,R8 Spyder 5.2 Quattro R-tronic/S-tronic,2022,2014,799500.0,2016,2018,818408.0
008019-5,A4 2.4 30V Tip./Multitronic,2004,2017,38363.0,2004,2019,35265.0
008086-1,A4 2.8 V6 30V Quattro Mec.,2001,2011,37872.0,2001,2018,23043.0
008113-2,S4 4.2 V8 40V 344cv Quattro Tiptronic,2005,2021,95081.0,2005,2013,130434.0
008146-9,R8 5.2 V10 Quattro R-tronic/S-tronic,2022,2021,1386655.0,2022,2018,1208576.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2012,33824.0
008009-8,A4 1.8 Avant Mec.,2001,2011,28863.0,2001,2021,22040.0
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2004,2010,150002.0,2004,2018,87568.0
008059-4,A6 2.7 30V Avant Tiptronic,2001,2017,50828.0,2001,2017,49359.0
008125-6,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2007,2013,124892.0,2007,2014,122933.0
008127-2,TT Roadster 2.0 16v TFSI S-Tronic,2022,2018,277383.0,2022,2013,237336.0
008113-2,S4 4.2 V8 40V 344cv Quattro Tiptronic,2005,2021,95081.0,2005,2015,128767.0
008243-0,Q7 Perf. Black 3.0 V6 TFSI Quat.Tip. 5p,2019,2022,427497.0,2019,2022,399888.0
008235-0,A3 Sedan Prestige Plus 1.4 TFSI Flex Tip,2022,2020,141521.0,2022,2019,137323.0
008246-5,A4 Avant Prest. Plus 2.0 TFSI S-tronic,2022,2020,206725.0,2022,2020,208971.0
008181-7,A3 Sport 1.8 16V TFSI S-tronic 3p,2014,2017,76028.0,2014,2018,78734.0
