id,codigoFipe,marca,modelo,anoModelo,mesReferencia,anoReferencia,valor
543790,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2014,30477.0
543791,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2015,59386.0
543792,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2019,24133.0
543793,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2020,83200.0
543794,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2010,42950.0
543795,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,4,2012,37497.0
543796,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2021,23498.0
543797,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2013,34530.0
543798,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2014,29925.0
543799,074003-9,Wake,Cross TSI 1.0 TB 12V Flex Mec.,2022,3,2022,194094.0
543800,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2019,24184.0
543801,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,2,2012,37600.0
543802,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2020,23980.0
543803,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2019,75500.0
543804,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2022,29822.0
543805,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2019,75500.0
543806,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2017,71350.0
543807,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2016,28461.0
543808,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2014,54010.0
543809,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2022,31533.0
543810,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2015,29122.0
543811,074003-9,Wake,Cross TSI 1.0 TB 12V Flex Mec.,2022,4,2022,199800.0
543812,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2015,59720.0
543813,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,5,2011,44115.0
543814,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2020,23726.0
543815,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2014,30526.0
543816,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2020,23626.0
543817,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,11,2010,45402.0
543818,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,7,2011,43305.0
543819,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2016,61652.0
543820,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2019,75500.0
543821,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2012,34317.0
543822,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,6,2011,43622.0
543823,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2018,26175.0
543824,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,9,2011,43207.0
543825,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2011,37784.0
543826,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2009,43050.0
543827,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,10,2011,43272.0
543828,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,12,2010,45000.0
543829,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2021,24056.0
543830,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2016,63897.0
543831,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2018,26832.0
543832,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2017,27056.0
543833,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,12,2009,44208.0
543834,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2016,61851.0
543835,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2022,80204.0
543836,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2020,23929.0
543837,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,1,2012,37458.0
543838,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,2,2013,34695.0
543839,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2018,72950.0
543840,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2022,78312.0
543841,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2014,29820.0
543842,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2021,77540.0
543843,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2014,53849.0
543844,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2020,23598.0
543845,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2020,77962.0
543846,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2022,78541.0
543847,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2011,42569.0
543848,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,4,2010,43975.0
543849,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,9,2010,45220.0
543850,074003-9,Wake,Cross TSI 1.0 TB 12V Flex Mec.,2022,8,2022,199800.0
543851,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2016,28225.0
543852,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2018,26433.0
543853,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2018,74549.0
543854,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2014,53922.0
543855,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2018,73350.0
543856,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2020,23827.0
543857,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,11,2012,34916.0
543858,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,11,2009,44115.0
543859,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2020,72903.0
543860,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2019,74636.0
543861,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2010,44200.0
543862,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2019,75500.0
543863,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,8,2012,33650.0
543864,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2017,27238.0
543865,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2022,36320.0
543866,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2012,36750.0
543867,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2019,24668.0
543868,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2016,28094.0
543869,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2017,67082.0
543870,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2016,28328.0
543871,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2021,77678.0
543872,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2010,43366.0
543873,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2015,61755.0
543874,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2019,24287.0
543875,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2015,59890.0
543876,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2016,28966.0
543877,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,3,2012,37550.0
543878,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2013,34265.0
543879,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2018,25943.0
543880,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2014,52992.0
543881,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2022,28135.0
543882,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2017,27152.0
543883,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2022,33342.0
543884,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2019,74636.0
543885,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,3,2010,44098.0
543886,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2017,27953.0
543887,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2021,23548.0
543888,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2013,30728.0
543889,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2015,29547.0
543890,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2014,58851.0
543891,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2020,73881.0
543892,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,8,2011,43240.0
543893,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2022,80845.0
543894,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2016,62255.0
543895,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2010,44400.0
543896,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2013,30649.0
543897,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2018,72600.0
543898,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2013,34052.0
543899,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2012,36300.0
543900,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2013,34354.0
543901,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2010,44250.0
543902,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2014,59150.0
543903,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2012,32120.0
543904,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2019,24449.0
543905,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2019,24503.0
543906,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2015,29316.0
543907,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2014,58200.0
543908,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2021,77540.0
543909,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2017,67450.0
543910,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2013,45712.0
543911,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,10,2012,35000.0
543912,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2017,27855.0
543913,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2016,28902.0
543914,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2016,29034.0
543915,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2013,34550.0
543916,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2013,51210.0
543917,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2017,27457.0
543918,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2018,72600.0
543919,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2018,72603.0
543920,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2012,33211.0
543921,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2018,26112.0
543922,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2018,26491.0
543923,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2012,34497.0
543924,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2021,26544.0
543925,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2015,62250.0
543926,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2010,44000.0
543927,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2013,30806.0
543928,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2014,30441.0
543929,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2010,44450.0
543930,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2011,43119.0
543931,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2011,43050.0
543932,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2014,30303.0
543933,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,8,2010,45466.0
543934,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,6,2010,45500.0
543935,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2015,29185.0
543936,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2020,78596.0
543937,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2018,72600.0
543938,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2017,72600.0
543939,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2016,64000.0
543940,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,5,2013,34900.0
543941,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2022,80602.0
543942,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2011,42122.0
543943,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2016,63710.0
543944,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2016,61652.0
543945,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2017,72600.0
543946,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2021,23704.0
543947,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,1,2013,33987.0
543948,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2010,43630.0
543949,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2016,28287.0
543950,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2020,81044.0
543951,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2018,26029.0
543952,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2013,53105.0
543953,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2017,27521.0
543954,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2017,72600.0
543955,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2021,77540.0
543956,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,7,2021,43796.0
543957,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,3,2014,25555.0
543958,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,4,2012,32895.0
543959,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,8,2020,44336.0
543960,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,4,2010,36523.0
543961,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,9,2020,44127.0
543962,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,1,2014,25795.0
543963,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,8,2006,31674.0
543964,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,7,2014,25296.0
543965,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,10,2017,22597.0
543966,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,11,2008,32140.0
543967,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,5,2017,22936.0
543968,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,12,2021,83100.0
543969,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,1,2011,34990.0
543970,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,6,2011,38200.0
543971,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,9,2014,25136.0
543972,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,1,2007,32033.0
543973,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,2,2012,36087.0
543974,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,2,2016,23917.0
543975,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,2,2009,32385.0
543976,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,12,2012,29506.0
543977,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,3,2007,31989.0
543978,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,5,2014,25384.0
543979,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,4,2014,25441.0
543980,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,6,2008,31924.0
543981,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,10,2013,25946.0
543982,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,12,2017,22983.0
543983,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,10,2007,31945.0
543984,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,12,2014,24912.0
543985,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,10,2016,23421.0
543986,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,6,2019,57548.0
543987,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,3,2010,36550.0
543988,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,9,2012,30550.0
543989,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,12,2016,23337.0
543990,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,1,2012,38350.0
543991,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,5,2021,42523.0
543992,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,6,2010,35950.0
543993,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,7,2010,36300.0
543994,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,1,2009,34302.0
543995,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,3,2011,34800.0
543996,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,10,2018,56600.0
543997,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,3,2017,23150.0
543998,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,2,2021,43109.0
543999,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,10,2010,36700.0
544000,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,10,2011,39102.0
544001,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,4,2008,31825.0
544002,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,9,2008,32499.0
544003,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,3,2016,23887.0
544004,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,6,2017,22866.0
544005,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2018,53550.0
544006,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,2,2017,23231.0
544007,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,4,2021,42716.0
544008,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,11,2020,43712.0
544009,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,10,2009,35200.0
544010,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,12,2020,43510.0
544011,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,12,2011,38750.0
544012,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2012,32800.0
544013,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2008,32001.0
544014,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,8,2021,44447.0
544015,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,2,2020,45645.0
544016,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,7,2009,35606.0
544017,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,9,2019,55594.0
544018,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,1,2022,84288.0
544019,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,6,2022,94002.0
544020,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,11,2013,25906.0
544021,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,4,2015,24666.0
544022,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,3,2022,84000.0
544023,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2009,34241.0
544024,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,11,2017,22912.0
544025,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,9,2021,45108.0
544026,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,6,2014,25357.0
544027,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,3,2021,42910.0
544028,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,7,2019,56889.0
544029,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,5,2013,25924.0
544030,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,9,2013,26141.0
544031,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,5,2020,44981.0
544032,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,7,2017,22777.0
544033,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2007,32001.0
544034,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2019,58214.0
544035,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,8,2011,39000.0
544036,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,1,2013,29312.0
544037,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,10,2008,32245.0
544038,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,4,2019,58888.0
544039,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,2,2014,25668.0
544040,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,3,2013,25905.0
544041,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,1,2010,34700.0
544042,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,7,2015,24420.0
544043,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,8,2018,54950.0
544044,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,3,2019,59570.0
544045,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,3,2012,33950.0
544046,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,7,2006,31058.0
544047,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,7,2012,31642.0
544048,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,9,2010,36240.0
544049,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,8,2008,31996.0
544050,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,12,2010,35500.0
544051,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,11,2007,31950.0
544052,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,2,2008,31903.0
544053,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,1,2015,24871.0
544054,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2010,36250.0
544055,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,10,2012,29990.0
544056,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,5,2015,24550.0
544057,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,6,2012,32235.0
544058,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,12,2015,24035.0
544059,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,4,2007,31935.0
544060,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,12,2007,31650.0
544061,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,1,2017,23313.0
544062,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,7,2018,53489.0
544063,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2011,38276.0
544064,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,11,2006,31845.0
544065,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,10,2006,31634.0
544066,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,11,2011,39182.0
544067,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,6,2013,25968.0
544068,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,9,2007,31950.0
544069,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,2,2007,32001.0
544070,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,11,2019,54329.0
544071,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,2,2010,35016.0
544072,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,11,2010,36000.0
544073,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,10,2020,43919.0
544074,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,3,2009,34250.0
544075,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,6,2007,32000.0
544076,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,8,2013,26108.0
544077,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,7,2011,38250.0
544078,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,8,2022,94000.0
544079,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,8,2009,35500.0
544080,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,9,2018,56100.0
544081,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,1,2018,53287.0
544082,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,5,2006,31500.0
544083,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,6,2009,35699.0
544084,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,11,2016,23373.0
544085,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,7,2022,94079.0
544086,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,11,2018,56521.0
544087,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2022,3,2018,53540.0
544088,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2019,6,2021,43155.0
544089,061001-1,Walk,Buggy  Walk Sport 1.6 8V 58cv,2011,1,2016,23990.0
