id,codigoFipe,marca,modelo,anoModelo,mesReferencia,anoReferencia,valor
533645,005157-8,VW - VolksWagen,Golf GTi 1.8 Mi 20V Turbo 4p Mec.,2002,11,2018,22054.0
533646,005033-4,VW - VolksWagen,Gol CLi / CL 1.8,1996,9,2018,9009.0
533647,005218-3,VW - VolksWagen,Parati 1.8 Mi City Total Flex 8V 4p,2005,9,2020,16524.0
533648,005196-9,VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 4p,2004,4,2021,15612.0
533649,005249-3,VW - VolksWagen,Polo SPORTLINE 1.6 Mi Total Flex 8V 5p,2015,10,2020,36877.0
533650,005199-3,VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 3p,2010,11,2017,19201.0
533651,005032-6,VW - VolksWagen,Gol CLi / CL/ Copa/ Stones 1.6,1996,2,2022,11123.0
533652,005444-5,VW - VolksWagen,Fox TRACK 1.0 Flex 12V 5p,2018,5,2020,41438.0
533653,005448-8,VW - VolksWagen,Golf Comfortline 1.6 MSI Total Flex Mec.,2016,8,2018,66078.0
533654,005388-0,VW - VolksWagen,Saveiro CROSS 1.6 T. Flex 16V CE,2018,9,2019,62642.0
533655,005015-6,VW - VolksWagen,Quantum 2.0 Mi,2002,10,2017,15614.0
533656,005243-4,VW - VolksWagen,Gol COPA 1.0 Mi Total Flex 8V 4p,2006,3,2021,14797.0
533657,005219-1,VW - VolksWagen,Parati 1.8 Mi Plus Total Flex 8V 4p,2009,6,2020,22390.0
533658,005115-2,VW - VolksWagen,Passat Variant Turbo 1.8 Tiptronic,2005,11,2019,23805.0
533659,005402-0,VW - VolksWagen,Fox Highline I MOTION 1.6 Flex 16V 5p,2022,8,2018,61997.0
533660,005246-9,VW - VolksWagen,Saveiro CROSSOVER 1.6 Mi Total Flex 8V,2007,11,2018,19460.0
533661,005124-1,VW - VolksWagen,Gol 1.6 Mi/ Power 1.6 Mi 4p,2004,1,2022,18199.0
533662,005524-7,VW - VolksWagen,Nivus Launching Ed. 1.0 200 TSI Flex Aut,2022,9,2021,116437.0
533663,005078-4,VW - VolksWagen,Gol 1.6 Mi/ 1.6i 2p,2003,8,2018,14301.0
533664,005160-8,VW - VolksWagen,Parati 1.0 Mi FUN/ SunSet 16V 4p,2002,5,2019,12452.0
533665,005085-7,VW - VolksWagen,Golf 1.6Mi/ 1.6Mi Gener./Black & Silver,2006,7,2018,23751.0
533666,005036-9,VW - VolksWagen,Gol GT/GTS 1.8,1994,4,2020,11304.0
533668,005214-0,VW - VolksWagen,Polo Sedan 1.6 Mi Total Flex 8V 4p,2015,3,2019,38045.0
533670,005177-2,VW - VolksWagen,Polo Classic 1.0 Mi 16v  65cv 4p,2001,7,2021,8564.0
533671,005181-0,VW - VolksWagen,Gol City 1.6 Mi 8V 2p,2003,8,2017,11703.0
533672,005129-2,VW - VolksWagen,Golf 2.0/ 2.0 Mi Flex Aut/Tiptronic.,2014,6,2020,46682.0
533673,005028-8,VW - VolksWagen,Gol 1000 (modelo antigo),1996,5,2019,8195.0
533674,005362-7,VW - VolksWagen,VOYAGE SELEÇÃO 1.6 I MOTION T.Flex 8V 4p,2015,6,2019,36647.0
533675,005513-1,VW - VolksWagen,Polo Sense 200 TSI 1.0 Flex 12V Aut(PCD),2022,8,2020,69990.0
533676,005073-3,VW - VolksWagen,Golf GTi 2.0,1998,9,2019,11058.0
533678,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2022,10,2017,46990.0
533679,005452-6,VW - VolksWagen,JETTA Trendline 1.4 TSI 16V 4p  Aut.,2017,10,2018,78071.0
533680,005102-0,VW - VolksWagen,Santana CS/CD/CG,1986,2,2020,4724.0
533681,005445-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI Mec.,2016,8,2017,80745.0
533682,005232-9,VW - VolksWagen,Parati COMFORTLINE 1.8 Mi Tot.Flex 8V 4p,2007,12,2017,22552.0
533683,005196-9,VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 4p,2004,5,2021,15825.0
533684,005141-1,VW - VolksWagen,Golf 2.0/2.0 T. Flex Mec.(Black & Silv),2011,8,2022,49204.0
533685,005299-0,VW - VolksWagen,Saveiro TROOPER 1.6 Mi Total Flex 8V,2013,1,2022,41296.0
533686,005177-2,VW - VolksWagen,Polo Classic 1.0 Mi 16v  65cv 4p,2001,2,2019,10309.0
533687,005141-1,VW - VolksWagen,Golf 2.0/2.0 T. Flex Mec.(Black & Silv),2011,12,2019,34846.0
533688,005079-2,VW - VolksWagen,Gol Special/ Special Xtreme 1.0 Mi 2p,2005,11,2020,9932.0
533689,005164-0,VW - VolksWagen,Gol 1.0 Trend/ Power 8V 4p,2003,5,2020,11052.0
533690,005238-8,VW - VolksWagen,Kombi Standard 1.4 Mi Total Flex 8V,2014,11,2020,34626.0
533691,005367-8,VW - VolksWagen,up! high 1.0 Total Flex 12V 5p,2017,2,2019,43320.0
533692,005029-6,VW - VolksWagen,Gol 1000i Plus 2p,1997,7,2021,6659.0
533693,005269-8,VW - VolksWagen,Saveiro SURF 1.8 Mi Total Flex 2p,2009,2,2019,23787.0
533694,005132-2,VW - VolksWagen,Passat 1.8 Aut.,2001,7,2022,21384.0
533695,005416-0,VW - VolksWagen,up! cross 1.0 T. Flex 12V 5p,2017,2,2022,55917.0
533696,005191-8,VW - VolksWagen,Polo Next 1.6 Mi 101cv 8V 5p,2003,11,2020,13425.0
533697,005479-8,VW - VolksWagen,Polo 1.0 Flex 12V 5p,2022,8,2018,51418.0
533698,005281-7,VW - VolksWagen,VOYAGE TREND 1.6 Mi Total Flex 8V 4p,2014,12,2017,32345.0
533700,005333-3,VW - VolksWagen,Polo Sportline 2.0 Mi Total Flex 8V 5p,2013,11,2019,32602.0
533701,005160-8,VW - VolksWagen,Parati 1.0 Mi FUN/ SunSet 16V 4p,2002,3,2021,11703.0
533702,005203-5,VW - VolksWagen,Saveiro Super Surf  1.8 Mi 8V 99cv,2005,5,2018,20647.0
533703,005159-4,VW - VolksWagen,Gol 1.0 Mi FUN/ Highway/ Sport 16V  2/4p,2003,6,2019,12193.0
533704,005293-0,VW - VolksWagen,Fox SUNRISE 1.0 Mi Total Flex 8V 5p,2010,8,2019,21277.0
533705,005222-1,VW - VolksWagen,Saveiro City 1.8 Mi Total Flex 8V,2009,8,2022,33933.0
533706,005171-3,VW - VolksWagen,Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2009,9,2019,37279.0
533707,005051-2,VW - VolksWagen,Parati GLi / GL 1.8,1996,3,2022,13691.0
533708,005108-0,VW - VolksWagen,Parati 1.6 Mi/ 1.6 Mi City,2004,2,2021,18621.0
533709,005526-3,VW - VolksWagen,Nivus Highline 1.0 200 TSI Flex Aut.,2022,12,2021,127307.0
533710,005428-3,VW - VolksWagen,SPACEFOX HIGHLINE I MOT. 1.6 T.Flex 16V,2018,6,2022,63484.0
533712,005049-0,VW - VolksWagen,Parati CLi / CL/ Atlanta 1.8,1996,6,2022,15046.0
533713,005273-6,VW - VolksWagen,Golf  TECH 1.6 Mi Total Flex 8V 4p,2009,4,2022,41854.0
533714,005460-7,VW - VolksWagen,up! Run 1.0 Total Flex 12V 5p,2017,6,2019,38224.0
533715,005311-2,VW - VolksWagen,VOYAGE I MOTION 1.6 Mi Total Flex 8V,2015,7,2020,33422.0
533716,005244-2,VW - VolksWagen,Gol COPA 1.6 Mi Total Flex 8V 4p,2006,3,2022,22477.0
533717,005446-1,VW - VolksWagen,Passat Comfortline 2.0 TSI 220cv Tip.,2016,10,2018,118523.0
533718,005496-8,VW - VolksWagen,Golf GTi 350 TSI 2.0 230cv 16V Aut.,2019,7,2022,216042.0
533719,005490-9,VW - VolksWagen,Gol 1.0 Flex 12V 5p,2022,4,2022,71628.0
533720,005434-8,VW - VolksWagen,Fox Trendline 1.0 Flex 12V 5p,2018,3,2021,41541.0
533721,005183-7,VW - VolksWagen,Parati Evidence 1.8 8V/ 1.0 16V TB 4p,2003,8,2018,16785.0
533722,005356-2,VW - VolksWagen,Golf GTi 2.0 TSI 220cv Aut.,2022,6,2018,137774.0
533723,005111-0,VW - VolksWagen,New Beetle 2.0 Mi Mec./Aut.,2010,6,2022,50408.0
533724,005391-0,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 3p,2015,3,2018,33970.0
533725,005272-8,VW - VolksWagen,JETTA Variant 2.5 20V 170cv Tiptronic,2013,2,2020,46811.0
533726,005210-8,VW - VolksWagen,Gol 1.6 Mi Rallye Total Flex 8V 4p,2014,10,2017,34992.0
533727,005289-2,VW - VolksWagen,Parati TITAN 1.6 Mi Total Flex 8V 4p,2012,1,2021,24810.0
533728,005246-9,VW - VolksWagen,Saveiro CROSSOVER 1.6 Mi Total Flex 8V,2007,11,2019,19154.0
533729,005064-4,VW - VolksWagen,Santana GLSi / GLS 1.8/ 2.0,1996,5,2020,9399.0
533730,005516-6,VW - VolksWagen,up! Xtreme 1.0 TSI Total Flex 12V 5p,2022,10,2020,58423.0
533731,005142-0,VW - VolksWagen,Saveiro 1.8 Mi,2005,1,2022,24620.0
533732,005046-6,VW - VolksWagen,Logus GLSi / GLS 2000,1995,2,2021,6874.0
533733,005284-1,VW - VolksWagen,Polo GT 2.0 Mi Total Flex 8V 5p,2012,4,2019,32467.0
533734,005224-8,VW - VolksWagen,Saveiro CROSSOVER 1.8 Mi Total Flex 8V,2007,9,2021,23323.0
533735,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2022,12,2017,46821.0
533736,005322-8,VW - VolksWagen,SPACEFOX SPORTLINE/HIGHLINE I MOTION 1.6,2015,10,2020,42247.0
533738,005066-0,VW - VolksWagen,VOYAGE C/CL/Fox 1.6,1995,10,2021,12192.0
533739,005221-3,VW - VolksWagen,Parati 1.8 Mi CROSSOVER Total Flex 8V 4p,2005,4,2019,20137.0
533740,005413-5,VW - VolksWagen,Passat R-Line TB 2.0 TSI Tiptronic 4p,2014,2,2022,90783.0
533741,005057-1,VW - VolksWagen,Pointer GLi 2.0,1996,8,2020,8455.0
533742,005019-9,VW - VolksWagen,Santana Exclusiv 2.0 Mi/ Executivo 2.0i,1999,9,2021,15021.0
533743,005262-0,VW - VolksWagen,Fox Route 1.0 Mi Total Flex 8V 3p,2010,5,2019,21033.0
533744,005154-3,VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Aut.,2011,5,2022,40050.0
533745,005148-9,VW - VolksWagen,Gol 1.0 Plus 16v 2p,2005,1,2021,11839.0
533746,005211-6,VW - VolksWagen,Parati 1.6 Mi Plus Total Flex  8V 4p,2009,5,2019,22396.0
533747,005295-7,VW - VolksWagen,Polo SPORTLINE I MOTION 1.6 T.Flex 5p,2015,11,2021,52000.0
533748,005185-3,VW - VolksWagen,Polo Sedan 1.6 Mi 101cv 8V 4p,2005,6,2018,18245.0
533749,005100-4,VW - VolksWagen,Parati Plus/ LS/ S,1990,8,2022,9191.0
533750,005352-0,VW - VolksWagen,Fox BLUEMOTION 1.0 Mi Total Flex 12V 3p,2014,1,2020,28501.0
533751,005252-3,VW - VolksWagen,Golf 1.6 Mi Total Flex 8V 4p,2014,9,2018,42180.0
533752,005075-0,VW - VolksWagen,Passat Variant 2.0,1996,11,2021,9457.0
533753,005348-1,VW - VolksWagen,Fusca 2.0 TSI 16V Aut.,2022,4,2018,122096.0
533754,005111-0,VW - VolksWagen,New Beetle 2.0 Mi Mec./Aut.,2010,10,2019,36742.0
533755,005246-9,VW - VolksWagen,Saveiro CROSSOVER 1.6 Mi Total Flex 8V,2007,8,2021,19160.0
533756,005454-2,VW - VolksWagen,JETTA Comfortline 1.4 TSI 16V 4p Aut.,2018,7,2022,101006.0
533757,005221-3,VW - VolksWagen,Parati 1.8 Mi CROSSOVER Total Flex 8V 4p,2005,1,2021,20804.0
533758,005103-9,VW - VolksWagen,Gol L 1.3/ L/ LS/ C/ S/ BX/ Plus 1.6,1988,5,2021,4450.0
533759,005048-2,VW - VolksWagen,Parati CLi / CL/ Atlanta 1.6,1996,2,2022,11978.0
533760,005239-6,VW - VolksWagen,Kombi Furgão 1.4 Mi Total Flex 8V,2014,12,2017,34693.0
533761,005008-3,VW - VolksWagen,Parati 1000 Mi 16V 2p e 4p,2003,7,2021,15832.0
533762,005513-1,VW - VolksWagen,Polo Sense 200 TSI 1.0 Flex 12V Aut(PCD),2022,4,2021,69990.0
533763,005348-1,VW - VolksWagen,Fusca 2.0 TSI 16V Aut.,2016,3,2021,105214.0
533764,005002-4,VW - VolksWagen,Gol 1000 Mi 16V/ Ouro  2p,2002,7,2018,10890.0
533765,005392-9,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 5p,2022,11,2017,50347.0
533766,005327-9,VW - VolksWagen,JETTA Comfortline 2.0 T.Flex 8V 4p Tipt.,2016,3,2018,73732.0
533767,005520-4,VW - VolksWagen,T-Cross Sense 1.0 TSI Flex 5p Aut.(PCD),2022,6,2020,67930.0
533768,005265-5,VW - VolksWagen,Fox Route 1.6 Mi Total Flex 8V 5p,2010,5,2021,26808.0
533769,005302-3,VW - VolksWagen,Golf SILVER EDIT. 2.0 Mi T.Flex 8v Mec.,2010,3,2022,40025.0
533770,005396-1,VW - VolksWagen,Gol Rallye I MOTION 1.6 T. Flex 16V 5p,2016,10,2018,47322.0
533771,005332-5,VW - VolksWagen,Fox Rock in Rio 1.6 Mi Total Flex 8V 5p,2016,12,2017,42463.0
533772,005094-6,VW - VolksWagen,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,2015,6,2019,31529.0
533773,005361-9,VW - VolksWagen,VOYAGE SELEÇÃO 1.6 Total Flex 8V 4p,2015,9,2019,36045.0
533774,005145-4,VW - VolksWagen,Parati 1000 Mi 16V 4p Turbo,2004,8,2022,22317.0
533775,005135-7,VW - VolksWagen,Passat Variant 1.8 Aut.,2000,9,2019,15464.0
533776,005414-3,VW - VolksWagen,Gol Special 1.0 Total Flex 8V 5p,2016,3,2020,30636.0
533777,005407-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,2015,7,2021,37742.0
533778,005369-4,VW - VolksWagen,Golf Comfortline 1.4 TSI 140cv Mec.,2015,1,2020,56638.0
533779,005020-2,VW - VolksWagen,Saveiro CL 1.6 Mi / CL/ C 1.6,2000,2,2021,14474.0
533780,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2017,9,2019,38182.0
533781,005212-4,VW - VolksWagen,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p,2007,5,2021,19040.0
533782,005379-1,VW - VolksWagen,VOYAGE  Trendline 1.0 T.Flex 8V 4p,2017,11,2021,43248.0
533783,005198-5,VW - VolksWagen,Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p,2010,1,2020,18857.0
533784,005383-0,VW - VolksWagen,Gol Trendline 1.0 T.Flex 8V 3p,2016,5,2018,30754.0
533785,005433-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 12V 5p,2017,10,2018,44010.0
533786,005110-1,VW - VolksWagen,Parati 2.0 Mi/ 2.0 Mi Track & Field,2005,7,2019,18893.0
533787,005005-9,VW - VolksWagen,Gol CL 1.6 Mi 2p e 4p,1999,10,2017,10262.0
533788,005262-0,VW - VolksWagen,Fox Route 1.0 Mi Total Flex 8V 3p,2010,3,2020,20765.0
533789,005073-3,VW - VolksWagen,Golf GTi 2.0,1998,4,2022,13931.0
533790,005432-1,VW - VolksWagen,Saveiro Rock in Rio 1.6 Total Flex 8V CD,2016,2,2022,70363.0
533791,005298-1,VW - VolksWagen,Saveiro 1.6 Mi Total Flex 8V CE,2014,6,2021,38288.0
533792,005440-2,VW - VolksWagen,Passat Variant R-Line TB 2.0 TSI Tip. 5p,2014,5,2021,78004.0
533793,005041-5,VW - VolksWagen,Gol GTi 2000 16V,2000,12,2018,21822.0
533794,005410-0,VW - VolksWagen,Saveiro Trendline 1.6 T.Flex 8V CD,2018,9,2019,48985.0
533795,005430-5,VW - VolksWagen,Golf Variant Highline 1.4 TSI Aut.,2022,11,2017,114261.0
533796,005357-0,VW - VolksWagen,Kombi LAST EDITION 56 1.4 Mi Total Flex,2014,1,2020,84585.0
533797,005174-8,VW - VolksWagen,Polo 1.0 Mi 79cv 16V 5p,2003,2,2020,13674.0
533798,005350-3,VW - VolksWagen,Gol 1.6 Mi I MOTION Total Flex 8V 3p,2014,2,2021,28424.0
533799,005309-0,VW - VolksWagen,Gol I MOTION 1.6 Mi Total Flex 8V 4p,2015,10,2021,37796.0
533800,005407-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,2015,6,2021,37039.0
533801,005271-0,VW - VolksWagen,Parati SURF 1.8 Mi Total Flex,2009,3,2019,25705.0
533802,005117-9,VW - VolksWagen,Corrado G-60 2.8,1992,5,2020,26316.0
533803,005444-5,VW - VolksWagen,Fox TRACK 1.0 Flex 12V 5p,2022,7,2018,49333.0
533804,005211-6,VW - VolksWagen,Parati 1.6 Mi Plus Total Flex  8V 4p,2009,7,2019,22399.0
533805,005304-0,VW - VolksWagen,Fox PRIME/Hghi. IMOTION 1.6 T.Flex 8V 5p,2014,7,2017,34251.0
533807,005394-5,VW - VolksWagen,Gol Comfort. I MOTION 1.6 T. Flex 8V 5p,2018,8,2022,56899.0
533808,005140-3,VW - VolksWagen,Saveiro 2.0 Mi,2004,10,2017,20891.0
533809,005206-0,VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p,2010,9,2019,21392.0
533810,005074-1,VW - VolksWagen,Passat 2.0,2001,12,2017,19266.0
533811,005418-6,VW - VolksWagen,CROSSFOX  1.6 T. Flex 16V 5p,2018,9,2020,48791.0
533812,005068-7,VW - VolksWagen,VOYAGE GL/ Special 1.6/ 1.8,1995,10,2017,11504.0
533813,005142-0,VW - VolksWagen,Saveiro 1.8 Mi,2005,5,2018,20885.0
533814,005067-9,VW - VolksWagen,VOYAGE CL 1.8,1995,6,2018,10254.0
533815,005213-2,VW - VolksWagen,Polo 1.6 Mi/S.Ouro 1.6 Mi Tot.Flex 8V 5p,2015,6,2019,37007.0
533816,005351-1,VW - VolksWagen,Gol TRACK 1.0 Mi Total Flex 8V 4p,2016,5,2018,34788.0
533817,005211-6,VW - VolksWagen,Parati 1.6 Mi Plus Total Flex  8V 4p,2009,12,2017,22445.0
533818,005268-0,VW - VolksWagen,Saveiro SURF 1.6 Mi Total Flex 2p,2016,8,2017,41430.0
533819,005110-1,VW - VolksWagen,Parati 2.0 Mi/ 2.0 Mi Track & Field,2005,7,2021,21287.0
533820,005397-0,VW - VolksWagen,Gol Trendline 1.6 T.Flex 8V 5p,2022,10,2018,46050.0
533821,005196-9,VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 4p,2004,8,2017,15165.0
533822,005317-1,VW - VolksWagen,Gol ECOMOTION  1.0 Mi Total Flex 8V 4p,2014,1,2018,22556.0
533823,005085-7,VW - VolksWagen,Golf 1.6Mi/ 1.6Mi Gener./Black & Silver,2006,10,2021,26933.0
533824,005177-2,VW - VolksWagen,Polo Classic 1.0 Mi 16v  65cv 4p,2001,3,2021,8406.0
533825,005166-7,VW - VolksWagen,Parati 1.8 Mi Tour 8V 99cv 4p,2003,11,2020,16382.0
533826,005098-9,VW - VolksWagen,Santana Evidenc 2.0 MI,1999,10,2019,12569.0
533827,005376-7,VW - VolksWagen,up! take 1.0 T. Flex 12V 3p,2017,8,2018,31090.0
533828,005368-6,VW - VolksWagen,up! black/white/red 1.0 T. Flex 12V 5p,2016,7,2019,39413.0
533829,005259-0,VW - VolksWagen,Golf Sportline 1.6 Mi Total Flex 8V 4p,2014,5,2018,45200.0
533830,005335-0,VW - VolksWagen,SpaceCross I MOTION 1.6 Mi Total Flex 8V,2015,7,2018,56648.0
533831,005004-0,VW - VolksWagen,Gol 1000 Mi Plus 16V 2p e 4p,1999,4,2021,8614.0
533832,005117-9,VW - VolksWagen,Corrado G-60 2.8,1992,10,2020,25854.0
533833,005132-2,VW - VolksWagen,Passat 1.8 Aut.,2001,11,2020,16544.0
533834,005027-0,VW - VolksWagen,Fusca,1996,12,2021,26602.0
533835,005068-7,VW - VolksWagen,VOYAGE GL/ Special 1.6/ 1.8,1995,3,2018,12254.0
533836,005317-1,VW - VolksWagen,Gol ECOMOTION  1.0 Mi Total Flex 8V 4p,2014,12,2018,23140.0
533837,005105-5,VW - VolksWagen,Gol 2.0 Mi 2p,2002,10,2017,14512.0
533838,005419-4,VW - VolksWagen,CROSSFOX  I MOTION 1.6 T. Flex 16V 5p,2018,8,2020,51651.0
533839,005265-5,VW - VolksWagen,Fox Route 1.6 Mi Total Flex 8V 5p,2010,11,2020,24521.0
533840,005094-6,VW - VolksWagen,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,2015,10,2020,29553.0
533841,005404-6,VW - VolksWagen,Fox Comfortline I Motion 1.6 Flex 8V 5p,2018,8,2021,48340.0
533842,005503-4,VW - VolksWagen,JETTA R-Line 250 TSI 1.4 Flex 16V Aut.,2022,2,2022,155845.0
533843,005234-5,VW - VolksWagen,Passat 2.0 FSI Tiptronic,2007,3,2020,27327.0
533844,005379-1,VW - VolksWagen,VOYAGE  Trendline 1.0 T.Flex 8V 4p,2017,12,2020,35329.0
533845,005417-8,VW - VolksWagen,up! cross I MOTION 1.0 T.Flex 12V 5p,2017,3,2021,42201.0
533846,005322-8,VW - VolksWagen,SPACEFOX SPORTLINE/HIGHLINE I MOTION 1.6,2015,8,2018,54387.0
533847,005136-5,VW - VolksWagen,Kombi Lotação 1.6 MPi,2006,3,2019,17210.0
533848,005147-0,VW - VolksWagen,Gol 1.0 Plus 16v 4p,2005,1,2018,13280.0
533849,005513-1,VW - VolksWagen,Polo Sense 200 TSI 1.0 Flex 12V Aut,2020,9,2021,77382.0
533850,005061-0,VW - VolksWagen,Quantum GLSi / GLS 1.8/Sport/ Family 2.0,1997,1,2019,12888.0
533851,005178-0,VW - VolksWagen,Gol Special 1.6 Mi 8V 99cv 2p,2003,9,2020,10080.0
533852,005369-4,VW - VolksWagen,Golf Comfortline 1.4 TSI 140cv Mec.,2015,5,2021,61987.0
533853,005076-8,VW - VolksWagen,Passat Variant VR6 2.8,1996,3,2021,10561.0
533854,005452-6,VW - VolksWagen,JETTA Trendline 1.4 TSI 16V 4p  Aut.,2017,12,2019,71738.0
533855,005358-9,VW - VolksWagen,Fox SELEÇÃO 1.0 Total Flex 8V 5p,2014,11,2019,30574.0
533856,005091-1,VW - VolksWagen,Passat Variant Turbo 1.8,2004,9,2019,22833.0
533857,005318-0,VW - VolksWagen,Gol SELEÇÃO 1.0 Mi Total Flex 8V 5p,2015,7,2022,39434.0
533858,005194-2,VW - VolksWagen,Saveiro Super Surf 1.6 Mi Total Flex 8V,2008,11,2019,23614.0
533859,005334-1,VW - VolksWagen,SpaceCross 1.6 Mi Total Flex 8V,2015,12,2021,52845.0
533860,005287-6,VW - VolksWagen,EOS Cab. 2.0 Turbo FSI Tiptronic,2012,3,2019,105664.0
533861,005492-5,VW - VolksWagen,VOYAGE 1.0 Flex 12V 4p,2022,2,2021,62943.0
533862,005302-3,VW - VolksWagen,Golf SILVER EDIT. 2.0 Mi T.Flex 8v Mec.,2010,2,2022,39708.0
533863,005347-3,VW - VolksWagen,Fusca 2.0 TSI 16V Mec.,2014,1,2022,103157.0
533864,005222-1,VW - VolksWagen,Saveiro City 1.8 Mi Total Flex 8V,2009,3,2021,23699.0
533865,005049-0,VW - VolksWagen,Parati CLi / CL/ Atlanta 1.8,1996,8,2019,10371.0
533866,005493-3,VW - VolksWagen,VOYAGE 1.6 MSI Flex 8V 4p,2022,4,2019,56411.0
533867,005288-4,VW - VolksWagen,Polo BLUEMOTION 1.6 Total Flex 8V 5p,2015,10,2020,37684.0
533868,005230-2,VW - VolksWagen,Gol Plus 1.0 Mi Total Flex 2p,2008,4,2021,14389.0
533869,005209-4,VW - VolksWagen,Golf 1.8 Mi Sport 150cv Turbo Mec/Aut.,2006,12,2020,25095.0
533870,005045-8,VW - VolksWagen,Logus GLS 1.8,1994,12,2020,5248.0
533871,005130-6,VW - VolksWagen,Golf 2.0/ 2.0 Mi Flex Comfortline Aut.,2009,10,2017,31659.0
533872,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,2022,3,2020,76017.0
533873,005037-7,VW - VolksWagen,Gol TSi 1.8/ 1.8Mi,1997,12,2021,14100.0
533874,005434-8,VW - VolksWagen,Fox Trendline 1.0 Flex 12V 5p,2022,12,2017,45974.0
533875,005391-0,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 3p,2015,2,2018,33712.0
533876,005447-0,VW - VolksWagen,Passat Highline 2.0 TSI 220cv Tip.,2022,10,2018,163186.0
533877,005453-4,VW - VolksWagen,JETTA Trendline 1.4 TSI 16V 4p Mec.,2017,3,2020,62436.0
533878,005404-6,VW - VolksWagen,Fox Comfortline I Motion 1.6 Flex 8V 5p,2022,9,2017,57462.0
533879,005071-7,VW - VolksWagen,Golf GL 1.8/ 2.0i 4p,1999,9,2019,11481.0
533880,005120-9,VW - VolksWagen,Golf GTi Cabrio 2.0 Mi,1997,5,2019,20256.0
533881,005228-0,VW - VolksWagen,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,2016,2,2022,41075.0
533882,005393-7,VW - VolksWagen,Gol Comfort. I MOTION 1.6 T. Flex 8V 3p,2015,7,2017,34945.0
533883,005431-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI  Aut.,2016,3,2020,71853.0
533885,005449-6,VW - VolksWagen,Golf Comfortline 1.6 MSI Total Flex Aut.,2016,10,2020,58602.0
533886,005004-0,VW - VolksWagen,Gol 1000 Mi Plus 16V 2p e 4p,1999,2,2021,8177.0
533887,005290-6,VW - VolksWagen,Polo 1.6 E-Flex 8V 5p,2013,12,2018,34065.0
533888,005388-0,VW - VolksWagen,Saveiro CROSS 1.6 T. Flex 16V CE,2022,7,2017,67650.0
533889,005397-0,VW - VolksWagen,Gol Trendline 1.6 T.Flex 8V 5p,2022,8,2018,45928.0
533890,005426-7,VW - VolksWagen,SpaceCross 1.6 Mi Total Flex 16V,2017,12,2019,60511.0
533891,005291-4,VW - VolksWagen,TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p,2022,7,2017,157984.0
533892,005450-0,VW - VolksWagen,Golf Highline 1.4 TSI Total Flex Mec.,2017,1,2021,93072.0
533893,005295-7,VW - VolksWagen,Polo SPORTLINE I MOTION 1.6 T.Flex 5p,2015,5,2022,52416.0
533894,005248-5,VW - VolksWagen,Polo Sed. COMFORT. 1.6 Mi Tot. Flex 8v,2015,6,2020,37707.0
533895,005293-0,VW - VolksWagen,Fox SUNRISE 1.0 Mi Total Flex 8V 5p,2010,10,2021,25365.0
533896,005374-0,VW - VolksWagen,up! black/white/red I MOTION 1.0 Flex 5p,2016,8,2018,38663.0
533897,005403-8,VW - VolksWagen,Fox Highline1.6 Flex 16V 5p,2018,5,2020,44380.0
533898,005355-4,VW - VolksWagen,Golf Highline 1.4 TSI 140cv Aut.,2015,5,2020,63409.0
533899,005179-9,VW - VolksWagen,Gol City 1.0 Mi 8V 2p,2005,7,2021,12416.0
533900,005241-8,VW - VolksWagen,Kombi Escolar/50 anos 1.4 Mi Total Flex,2014,9,2020,34120.0
533901,005060-1,VW - VolksWagen,Quantum GLi / GL 1.8/ 2.0,1996,2,2020,8854.0
533902,005081-4,VW - VolksWagen,Kombi Carat,2002,4,2020,13307.0
533904,005288-4,VW - VolksWagen,Polo BLUEMOTION 1.6 Total Flex 8V 5p,2015,2,2019,40905.0
533905,005475-5,VW - VolksWagen,Saveiro Pepper 1.6 Flex 8V CD,2022,5,2019,74575.0
